Id,Full Name,Birth date,Birth Place,Role,Batting Style,Bowling Style,Fielding Style
49121,Hewawasam Gamage Dharshana Nayanakantha,2-Mar-79,Colombo,Bowler,Right-hand bat,Right-arm medium-fast,NA
49347,Warushavithana Saman Jayantha,26-Jan-74,Ambalangoda,NA,Right-hand bat,Right-arm offbreak,NA
49363,Sahan Hewa Thilina Kandamby,4-Jun-82,Colombo,NA,Left-hand bat,Legbreak,NA
48487,Loku Hettige Danushka Dilhara,3-Jul-80,Colombo,NA,Right-hand bat,Right-arm fast-medium,NA
49344,Arulampalam Pradeep Sri Jeyapragashtharan,13-Jan-84,Colombo,Bowler,Right-hand bat,Right-arm fast-medium,NA
49868,Muthumudalige Pushpakumara,26-Sep-81,Colombo,Allrounder,Left-hand bat,Right-arm offbreak,NA
49700,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,15-Jan-83,Colombo,Allrounder,Left-hand bat,Legbreak,NA
50914,Sajeewa Weerakoon,17-Feb-78,Galle,Bowler,Left-hand bat,Slow left-arm orthodox,NA
328026,Isuru Udana Tillakaratna,17-Feb-88,Balangoda,Allrounder,Right-hand bat,Left-arm medium-fast,NA
300629,Angelo Kanishka Perera,23-Feb-90,Moratuwa,Allrounder,Right-hand bat,Slow left-arm orthodox,NA
233802,Subasinghe Mudiyanselage Ashan Priyanjan,14-Aug-89,Colombo,Allrounder,Right-hand bat,Right-arm offbreak,NA
345825,Pinnaduwage Chaturanga de Silva,17-Jan-90,Galle,Allrounder,Left-hand bat,Slow left-arm orthodox,NA
212756,Sachith Shanaka Pathirana,21-Mar-89,Kandy,Allrounder,Left-hand bat,Slow left-arm orthodox,NA
422965,Gampalage Shehan Naveendra De Fonseka Gunawarna Jayasuriya,12-Sep-91,Colombo,Batting allrounder,Left-hand bat,Right-arm offbreak,NA
370040,Jeffrey Dexter Francis Vandersay,5-Feb-90,Wattala,Bowler,Right-hand bat,Legbreak,NA
362079,Konara Mudiyanselage Chaminda Bandara,22-May-87,Kegalle,NA,Left-hand bat,Left-arm medium-fast,NA
429748,Malmeege Amila Aponso,23-Jun-93,Colombo,Bowler,Right-hand bat,Slow left-arm orthodox,NA
784369,Weerahandige Inol Avishka Fernando,5-Apr-98,Wadduwa,Opening batsman,Right-hand bat,Right-arm medium-fast,NA
499592,Dharshanapriya Sandun Weerakkody,3-Sep-93,Colombo,Wicketkeeper batsman,Left-hand bat,DNB,Wicketkeeper
428366,Lahiru Dilshan Madushanka,12-Sep-92,Matale,Bowler,Right-hand bat,Right-arm fast-medium,NA
784379,Pinnaduwage Wanindu Hasaranga de Silva,29-Jul-97,Galle,Allrounder,Right-hand bat,Legbreak,NA
786925,Asitha Madusanka Fernando,31-Jul-97,Katuneriya,Bowler,Right-hand bat,Right-arm medium-fast,NA
304735,Eldeniya Medagedara Dilshan Yasika Munaweera,24-Apr-89,Colombo,Opening batsman,Right-hand bat,Right-arm offbreak,NA
1043681,Devapurage Shehan Madushanka Kumara,10-Apr-95,Wennappuwa,Bowler,Right-hand bat,Right-arm fast-medium,NA
422871,Neketh Gedara Roshan Prabath Jayasuriya,5-Nov-91,Matale,Bowler,Right-hand bat,Slow left-arm orthodox,NA
784373,Pasqual Handi Kamindu Dilanka Mendis,30-Sep-98,Galle,Allrounder,Left-hand bat,DNB,NA
653033,Palihawadana Arachchilage Ralph Priyamal Perera,2-May-95,Ragama,Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
629075,Minod Bhanuka Ranasinghe,29-Apr-95,NA,Top-order batsman,Left-hand bat,DNB,Wicketkeeper
49394,Hettiarachchi Gamage Jeevantha Mahesh Kulatunga,2-Nov-73,Kurunegala,Allrounder,Right-hand bat,Right-arm medium,NA
218430,Rupasinghe Jayawardene Mudiyanselage Gihan Madushanka Rupasinghe,5-Mar-86,Watupitiwala,Middle-order batsman,Left-hand bat,Legbreak,Mid on
49287,Halwathurage Chinthaka Umesh Jayasinghe,19-May-78,Kalutara,Allrounder,Right-hand bat,Right-arm medium,NA
394871,Ramith Laksen Bandara Rambukwella,8-Sep-91,Kandy,Opening batsman,Left-hand bat,Right-arm offbreak,NA
629080,Binura Fernando,12-Jul-95,Colombo,Bowler,Right-hand bat,Left-arm medium-fast,NA
807469,Sammu Nirwantha Thikshila de Silva,16-Dec-93,Galle,NA,Left-hand bat,Right-arm fast-medium,NA
422092,Jayasundara Ranasinghe Mudiyanselage Vikum Bandara Sanjaya,10-Feb-92,Colombo,Bowler,Right-hand bat,Right-arm fast-medium,NA
342619,Pramod Bhanuka Bandara Rajapaksa,24-Oct-91,Colombo,Top-order batsman,Left-hand bat,Right-arm medium,NA
51234,Cyril Rutherford Browne,"October 8, 1890",NA,NA,Right-hand bat,Right-arm medium,NA
51467,George Challenor,"June 28, 1888","Waterloo, St Michael, Barbados",NA,Right-hand bat,Right-arm medium,NA
51483,Learie Nicholas Constantine,21-Sep-01,"Petit Valley, Diego Martin, Trinidad",Allrounder,Right-hand bat,DNB,NA
51789,Maurius Pacheco Fernandes,"August 12, 1897","Georgetown, Demerara, British Guiana",NA,Right-hand bat,DNB,NA
51794,George Nathaniel Francis,"December 11, 1897","Trents, St James, Barbados",NA,Right-hand bat,Right-arm fast,NA
51909,Herman Clarence Griffith,"December 1, 1893","Arima, Trinidad",NA,Right-hand bat,Right-arm fast,NA
52426,Frank Reginald Martin,"October 12, 1893","Kingston, Jamaica",NA,Left-hand bat,Slow left-arm orthodox,NA
52635,Robert Karl Nunes,"June 7, 1894","Kingston, Jamaica",NA,Left-hand bat,DNB,Wicketkeeper
52815,Clifford Archibald Roach,13-Mar-04,"Port of Spain, Trinidad",NA,Right-hand bat,Legbreak,NA
52938,Joseph A Small,"November 3, 1892","Princes Town, Trinidad",NA,Right-hand bat,Right-arm medium-fast,NA
52951,Wilton H St Hill,"July 6, 1893","Port of Spain, Trinidad",NA,Right-hand bat,Right-arm medium,NA
52058,Edward Lisle Goldsworthy Hoad,"January 29, 1896","Richmond, St Michael, Barbados",NA,Right-hand bat,Legbreak googly,NA
52925,Oscar Charles Scott,"August 14, 1892","Franklyn Town, Kingston, Jamaica",NA,Right-hand bat,Legbreak googly,NA
51215,Edward Lawson Bartlett,10-Mar-06,"Flint Hall, St Michael, Barbados",NA,Right-hand bat,DNB,NA
53224,Claude Vibart Wight,28-Jul-02,"Georgetown, Demerara, British Guiana",NA,Right-hand bat,Right-arm bowler,NA
51644,Francis Ignatius de Caires,12-May-09,British Guiana,NA,Right-hand bat,Right-arm bowler,NA
52050,George Alphonso Headley,30-May-09,"Colon, Panama",NA,Right-hand bat,Legbreak,NA
52071,Errol Ashton Clairmonte Hunte,3-Oct-05,"Port of Spain, Trinidad",NA,Right-hand bat,DNB,Wicketkeeper
52927,James Edward Derrick Sealy,11-Sep-12,"Collymore Rock, St Michael, Barbados",NA,Right-hand bat,Right-arm medium,Wicketkeeper
52950,Edwin Lloyd St Hill,9-Mar-04,"Port of Spain, Trinidad",NA,Right-hand bat,Right-arm medium,NA
53212,Leslie Arthur Walcott,"January 18, 1894","Fontabelle, St Michael, Barbados",NA,Right-hand bat,Right-arm offbreak,NA
51098,Ellis Edgar Achong,16-Feb-04,"Belmont, Port of Spain, Trinidad",NA,Left-hand bat,Slow left-arm orthodox,NA
51222,Nelson Betancourt,"June 4, 1887",Trinidad,NA,Right-hand bat,DNB,Wicketkeeper
51903,Mervyn George Grell,"December 18, 1899",Trinidad,NA,Right-hand bat,Right-arm medium,NA
52203,Charles Ernest Llewellyn Jones,3-Nov-02,"Georgetown, Demerara, British Guiana",NA,Left-hand bat,Slow left-arm orthodox,NA
51303,Ivanhoe Mordecai Barrow,16-Jan-11,"Belmont Pen, Morant Bay, St Thomas, Jamaica",NA,Right-hand bat,DNB,Wicketkeeper
51637,Oscar Constantine Da Costa,11-Sep-07,"Kingston, Jamaica",NA,Right-hand bat,Right-arm medium,NA
51888,George Gladstone,14-Jan-01,Jamaica,NA,Left-hand bat,Slow left-arm orthodox,NA
52799,Charles Clarence Passailaigue,4-Aug-01,"Kingston, Jamaica",NA,Right-hand bat,DNB,NA
51224,Lionel Sydney Birkett,14-Apr-05,"Strathclyde, St Michael, Barbados",NA,Right-hand bat,Right-arm medium,NA
51896,George Copeland Grant,9-May-07,"Port of Spain, Trinidad",NA,Right-hand bat,Right-arm fast-medium,NA
52424,Emmanuel Alfred Martindale,25-Nov-09,"St Lucy, Barbados",NA,Right-hand bat,Right-arm fast,NA
52434,Cyril Arthur Merry,20-Jan-11,"Scarborough, Tobago",NA,Right-hand bat,DNB,NA
53197,Vincent Adolphus Valentine,4-Apr-08,"Buff Bay, Portland, Jamaica",NA,Right-hand bat,Right-arm fast-medium,NA
53226,Charles Archibald Wiles,"August 11, 1892","Bridgetown, Barbados",NA,Right-hand bat,DNB,NA
52926,Benjamin James Sealey,"August 12, 1899","St Joseph, Trinidad",NA,Right-hand bat,Right-arm medium,NA
51463,George McDonald Carew,4-Jun-10,"Halls Road, Belmont, St Michael, Barbados",NA,Right-hand bat,Slow left-arm orthodox,NA
51471,Cyril Marcel Christiani,28-Oct-13,"Georgetown, Demerara, British Guiana",NA,Right-hand bat,DNB,Wicketkeeper
51897,Rolph Stewart Grant,15-Dec-09,"Port of Spain, Trinidad",NA,Right-hand bat,Right-arm offbreak,NA
52073,Leslie George Hylton,29-Mar-05,"Kingston, Jamaica",NA,Right-hand bat,Right-arm fast,NA
52632,James Montague Neblett,13-Nov-01,"Taylors Land, St Michael, Barbados",NA,Right-hand bat,Legbreak,NA
53235,Kenneth Leslie Wishart,28-Nov-08,"Georgetown, Demerara, British Guiana",NA,Left-hand bat,DNB,NA
51799,Richard Livingston Fuller,30-Jan-13,NA,NA,Right-hand bat,Right-arm fast-medium,NA
52438,George Horatio Mudie,26-Nov-15,"Spanish Town, St Catherine, Jamaica",NA,Right-hand bat,Slow left-arm orthodox,NA
51460,John Hemsley Cameron,8-Apr-14,"Kingston, Jamaica",NA,Right-hand bat,Legbreak,NA
51475,Carlos Bertram Clarke,7-Apr-18,"Lakes Folly, Cats Castle, St Michael, Barbados",NA,Right-hand bat,Legbreak googly,NA
52953,Jeffrey Baxter Stollmeyer,11-Mar-21,"Santa Cruz, Trinidad",NA,Right-hand bat,Legbreak googly,NA
53220,Kenneth Hunnell Weekes,24-Jan-12,"Boston, Massachusetts, United States of America",NA,Left-hand bat,Left-arm bowler,Wicketkeeper
51893,Gerald Ethridge Gomez,10-Oct-19,"Belmont, Port of Spain, Trinidad",NA,Right-hand bat,Right-arm medium,NA
53232,Ernest Albert Vivian Williams,10-Apr-14,"Bank Hall, St Michael, Barbados",NA,Right-hand bat,Right-arm fast-medium,NA
52202,Tyrell Fabian Johnson,10-Jan-17,"Tunapuna, Trinidad",NA,Left-hand bat,Left-arm fast,NA
52955,Victor Humphrey Stollmeyer,24-Jan-16,"Santa Cruz, Trinidad",NA,Right-hand bat,Legbreak googly,NA
51473,Robert Julian Christiani,19-Jul-20,"Georgetown, Demerara, British Guiana",NA,Right-hand bat,Right-arm offbreak,Wicketkeeper
51788,Wilfred Ferguson,14-Dec-17,"Longdenville, Trinidad",NA,Right-hand bat,Legbreak,NA
51878,Berkeley Bertram McGarrell Gaskin,21-Mar-08,"Georgetown, Demerara, British Guiana",NA,Right-hand bat,Right-arm medium,NA
51889,John Douglas Claude Goddard,21-Apr-19,"Fontabelle, St Michael, Barbados",NA,Left-hand bat,DNB,NA
52220,Prior Erskine Waverley Jones,6-Jun-17,"Princes Town, Trinidad",NA,Right-hand bat,Right-arm fast,NA
53211,Clyde Leopold Walcott,17-Jan-26,"New Orleans, St Michael, Barbados",NA,Right-hand bat,Right-arm fast-medium,Wicketkeeper
53241,Everton de Courcy Weekes,26-Feb-25,"Pickwick Gap, Westbury, St Michael, Barbados",NA,Right-hand bat,Legbreak,NA
51874,Andrew Gordon Ganteaume,22-Jan-21,"Belmont, Port of Spain, Trinidad",NA,Right-hand bat,DNB,Wicketkeeper
53238,Frank Mortimer Maglinne Worrell,1-Aug-24,"Bank Hall, St Michael, Barbados",NA,Right-hand bat,DNB,NA
52679,Lancelot Richard Pierre,5-Jun-21,"Woodbrook, Port of Spain, Trinidad",NA,Right-hand bat,Right-arm fast-medium,NA
53131,John Trim,25-Jan-15,"Corentyne, Berbice, British Guiana",NA,Right-hand bat,Right-arm fast-medium,NA
52200,Hophnie Hobah Hines Johnson,13-Jul-10,"Kingston, Jamaica",NA,Right-hand bat,Right-arm fast,NA
52288,Esmond Seymour Maurice Kentish,21-Nov-16,"Cornwall Mountain, Westmoreland, Jamaica",NA,Right-hand bat,Right-arm fast-medium,NA
52813,Kenneth Roy Rickards,22-Aug-23,"Rollington Town, Kingston, Jamaica",NA,Right-hand bat,Legbreak,NA
51134,Denis St Eval Atkinson,9-Aug-26,"Rockley, Christ Church, Barbados",NA,Right-hand bat,DNB,NA
51458,Francis James Cameron,22-Jun-23,"Kingston, Jamaica",NA,Right-hand bat,Right-arm offbreak,NA
52801,Allan Fitzroy Rae,30-Sep-22,"Rollington Town, Kingston, Jamaica",NA,Left-hand bat,DNB,NA
52804,Sonny Ramadhin,1-May-29,"St Charles Village, Trinidad",NA,Right-hand bat,Right-arm offbreak,NA
53196,Alfred Louis Valentine,28-Apr-30,"Kingston, Jamaica",NA,Right-hand bat,Slow left-arm orthodox,NA
52422,Roy Edwin Marshall,25-Apr-30,"Farmers Plantation, St Thomas, Barbados",NA,Right-hand bat,Right-arm offbreak,NA
51223,Alfred Phillip Binns,24-Jul-29,"Kingston, Jamaica",NA,Right-hand bat,DNB,Wicketkeeper
52291,Frank McDonald King,14-Dec-26,"Delamere Land, Brighton, St Michael, Barbados",NA,Right-hand bat,Right-arm fast,NA
52669,Bruce Hamilton Pairaudeau,14-Apr-31,"Georgetown, Demerara, British Guiana",NA,Right-hand bat,Legbreak googly,NA
52341,Ralph Archibald Legall,1-Dec-25,"St Michael, Barbados",NA,Right-hand bat,DNB,Wicketkeeper
52537,Roy Samuel Miller,24-Dec-24,"Kingston, Jamaica",NA,Right-hand bat,Right-arm fast-medium,NA
53225,George Leslie Wight,28-May-29,"Georgetown, Demerara, British Guiana",NA,Right-hand bat,DNB,NA
53110,Alfred Homer Patrick Scott,29-Jul-34,"Spanish Town, St Catherine, Jamaica",NA,Right-hand bat,Legbreak,NA
51798,Michael Campbell Frederick,6-May-27,"Mile and a Quarter, St Peter, Barbados",NA,Right-hand bat,Right-arm medium,NA
52186,John Kenneth Constantine Holt,12-Aug-23,"Kingston, Jamaica",NA,Right-hand bat,Right-arm offbreak,NA
52432,Clifford Aubrey McWatt,1-Feb-22,"Georgetown, Demerara, British Guiana",NA,Left-hand bat,Right-arm bowler,Wicketkeeper
52946,Garfield St Aubrun Sobers,28-Jul-36,"Chelsea Road, Bay Land, St Michael, Barbados",Allrounder,Left-hand bat,DNB,NA
51881,Glendon Lionel Gibbs,27-Dec-25,"Georgetown, Demerara, British Guiana",NA,Left-hand bat,Slow left-arm orthodox,NA
52941,NA,5-May-33,"Boys Town, Kingston, Jamaica",NA,Right-hand bat,Right-arm offbreak,NA
51240,Lennox Stephen Butler,9-Feb-29,"Woodbrook, Port of Spain, Trinidad",NA,Right-hand bat,Right-arm fast-medium,NA
51652,Cyril Clairmonte Depeiaza,10-Oct-28,"Mount Standfast, St James, Barbados",NA,Right-hand bat,Right-arm bowler,Wicketkeeper
52420,Norman Edgar Marshall,27-Feb-24,"Welchman Hall Plantation, St Thomas, Barbados",NA,Right-hand bat,Right-arm offbreak,NA
51647,David Thomas Dewdney,23-Oct-33,"Kingston, Jamaica",NA,Right-hand bat,Right-arm fast,NA
51800,Hammond Allan Furlonge,19-Jun-34,"Apex Oilfields, Trinidad",NA,Right-hand bat,DNB,NA
52818,Alphonso Theodore Roberts,18-Sep-37,"Kingstown, St Vincent",NA,Right-hand bat,DNB,NA
51887,Roy Gilchrist,28-Jun-34,"Seaforth, St Thomas, Jamaica",NA,Right-hand bat,Right-arm fast,NA
52287,Rohan Bholalall Kanhai,26-Dec-35,"Port Mourant, Berbice, British Guiana",NA,Right-hand bat,Right-arm medium,Wicketkeeper
51111,Nyron Sultan Asgarali,28-Dec-20,"St James, Trinidad",NA,Right-hand bat,Right-arm medium,NA
51101,Franz Copeland Murray Alexander,2-Nov-28,"Kingston, Jamaica",NA,Right-hand bat,DNB,Wicketkeeper
51112,Eric St Eval Atkinson,6-Nov-27,"Rockley, Christ Church, Barbados",NA,Right-hand bat,Right-arm medium-fast,NA
52070,Conrad Cleophas Hunte,9-May-32,NA,NA,Right-hand bat,Right-arm medium,NA
51883,Lancelot Richard Gibbs,29-Sep-34,"Queenstown, Georgetown, Demerara, British Guiana",NA,Right-hand bat,Right-arm offbreak,NA
52512,Easton Dudley Ashton St John McMorris,4-Apr-35,"St Andrew, Kingston, Jamaica",NA,Right-hand bat,Right-arm offbreak,NA
52416,Ivan Samuel Madray,2-Jul-34,"Port Mourant, Berbice, British Guiana",NA,Right-hand bat,Legbreak,NA
53152,Jaswick Ossie Taylor,3-Jan-32,"Port of Spain, Trinidad",NA,Right-hand bat,Right-arm fast-medium,NA
51239,Basil Fitzherbert Butcher,3-Sep-33,"Port Mourant, Berbice, British Guiana",NA,Right-hand bat,Legbreak,NA
52043,Wesley Winfield Hall,12-Sep-37,"Glebe Land, Station Hill, St Michael, Barbados",NA,Right-hand bat,Right-arm fast,NA
52944,Joseph Stanislaus Solomon,26-Aug-30,"Port Mourant, Berbice, British Guiana",NA,Right-hand bat,Legbreak,NA
51242,Michael Robin Bynoe,23-Feb-41,"Alleynedale, Black Rock, St Michael, Barbados",NA,Right-hand bat,Left-arm medium,NA
52923,Reginald Osmond Scarlett,15-Aug-34,"Port Maria, St Mary, Jamaica",NA,Right-hand bat,Right-arm offbreak,NA
53218,Chester Donald Watson,1-Jul-38,"Negril, Westmoreland, Jamaica",NA,Right-hand bat,Right-arm fast,NA
52935,Charran Kamkaran Singh,27-Nov-35,"San Juan, Trinidad",NA,Left-hand bat,Slow left-arm orthodox,NA
52636,Seymour MacDonald Nurse,10-Nov-33,"Jack-My-Nanny Gap, Black Rock, St Michael, Barbados",NA,Right-hand bat,Right-arm offbreak,NA
51907,Charles Christopher Griffith,14-Dec-38,"Pie Corner, St Lucy, Barbados",NA,Right-hand bat,Right-arm fast,NA
52340,Patrick Douglas Lashley,11-Feb-37,"St Matthias Gap, Christ Church, Barbados",NA,Left-hand bat,Right-arm medium,NA
52940,Cameron Wilberforce Smith,29-Jul-33,"Upper Dayrells Road, St Michael, Barbados",NA,Right-hand bat,DNB,Wicketkeeper
52053,John Leslie Hendriks,21-Dec-33,"St Andrew, Kingston, Jamaica",NA,Right-hand bat,DNB,Wicketkeeper
52947,Sven Conrad Stayers,9-Jun-37,"Georgetown, Demerara, British Guiana",NA,Right-hand bat,Right-arm fast-medium,NA
52433,Ivor Leon Mendonca,13-Jul-34,"Bartica, Essequibo, British Guiana",NA,Right-hand bat,DNB,Wicketkeeper
52820,William Vicente Rodriguez,25-Jun-34,"St Clair, Port of Spain, Trinidad",NA,Right-hand bat,Legbreak googly,NA
51104,David Walter Allan,5-Nov-37,"Hastings, Christ Church, Barbados",NA,Right-hand bat,DNB,Wicketkeeper
52293,Lester Anthony King,27-Feb-39,"St Catherine, Jamaica",NA,Right-hand bat,Right-arm fast,NA
51465,Michael Conrad Carew,15-Sep-37,"Woodbrook, Port of Spain, Trinidad",NA,Left-hand bat,DNB,NA
52441,Deryck Lance Murray,20-May-43,"Port of Spain, Trinidad",NA,Right-hand bat,Legbreak,Wicketkeeper
53223,Anthony Wilbur White,20-Nov-38,"Brighton, St Michael, Barbados",Allrounder,Right-hand bat,DNB,NA
51640,Bryan Allan Davis,2-May-40,"Belmont, Port of Spain, Trinidad",NA,Right-hand bat,Right-arm offbreak,NA
52064,David Anthony Jerome Holford,16-Apr-40,"Upper Collymore Rock, St Michael, Barbados",NA,Right-hand bat,Legbreak,NA
52345,Clive Hubert Lloyd,31-Aug-44,"Queenstown, Georgetown, Demerara, British Guiana",NA,Left-hand bat,Right-arm medium,NA
51457,George Stephen Camacho,15-Oct-45,"Georgetown, Demerara, British Guiana",NA,Right-hand bat,Legbreak googly,NA
51641,Charles Allan Davis,1-Jan-44,"Belmont, Port-of-Spain, Trinidad",NA,Right-hand bat,Right-arm medium,NA
51740,Richard Martin Edwards,3-Jun-40,"Garden Gap, Worthing, Christ Church, Barbados",NA,Right-hand bat,Right-arm fast,NA
51797,Roy Clifton Fredericks,11-Nov-42,"Blairmont, East Bank, Berbice, British Guiana",NA,Left-hand bat,Slow left-arm chinaman,NA
51793,Maurice Linton Churchill Foster,9-May-43,"Retreat, St Mary, Jamaica",NA,Right-hand bat,Right-arm offbreak,NA
52061,Vanburn Alonzo Holder,10-Oct-45,"Deans Village, St Michael, Barbardos",NA,Right-hand bat,Right-arm fast-medium,NA
52929,John Neil Shepherd,9-Nov-43,"Belleplaine, St Andrew, Barbados",NA,Right-hand bat,Right-arm medium,NA
51792,Thaddeus Michael Findlay,19-Oct-43,"Troumaca, St Vincent",NA,Right-hand bat,DNB,Wicketkeeper
52930,Grayson Cleophas Shillingford,25-Sep-44,"Macoucherie, Dublanc, Dominica",NA,Left-hand bat,Right-arm fast-medium,NA
51213,Arthur George Barrett,4-Apr-44,"Kingston, Jamaica",NA,Right-hand bat,Legbreak googly,NA
52634,Jack Mollinson Noreiga,15-Apr-36,"St Joseph, Trinidad",NA,Right-hand bat,Right-arm offbreak,NA
51229,Keith David Boyce,11-Oct-43,"Castle, St Peter, Barbados",NA,Right-hand bat,Right-arm fast-medium,NA
52342,Desmond Michael Lewis,21-Feb-46,"Kingston, Jamaica",NA,Right-hand bat,DNB,Wicketkeeper
51103,Inshan Ali,25-Sep-49,"Preysal, Trinidad",NA,Left-hand bat,Slow left-arm chinaman,NA
51653,Uton George Dowe,29-Mar-49,"St Mary, Jamaica",NA,Right-hand bat,Right-arm fast,NA
52823,Lawrence George Rowe,8-Jan-49,"Whitfield Town, Kingston, Jamaica",NA,Right-hand bat,Left-arm fast-medium,NA
51902,Geoffrey Alan Greenidge,26-May-48,"Fontabelle, St Michael, Barbados",NA,Right-hand bat,Legbreak googly,NA
52067,Anthony Bourne Howard,27-Aug-46,"Lower Collymore Rock, St Michael, Barbados",NA,Left-hand bat,Right-arm offbreak,NA
52285,Alvin Isaac Kallicharran,21-Mar-49,"Port Mourant, Berbice, British Guiana",NA,Left-hand bat,Right-arm offbreak,NA
52209,Raphick Rasif Jumadeen,12-Apr-48,"Harmony Hall, Gasparillo, Trinidad",NA,Right-hand bat,Slow left-arm orthodox,NA
53227,Elquemedo Tonito Willett,1-May-53,"Charlestown, Nevis",NA,Left-hand bat,Slow left-arm orthodox,NA
52051,Ronald George Alphonso Headley,29-Jun-39,"Mountain View, Vineyard Town, Kingston, Jamaica",NA,Left-hand bat,Legbreak,NA
52208,Bernard Denis Julien,13-Mar-50,"Carenage, Trinidad",NA,Right-hand bat,Left-arm medium-fast,NA
52817,Anderson Montgomery Everton Roberts,29-Jan-51,"Urlings Village, Antigua",NA,Right-hand bat,Right-arm fast,NA
51901,Cuthbert Gordon Greenidge,1-May-51,"Black Bess, St Peter, Barbados",NA,Right-hand bat,Right-arm medium,NA
52812,Isaac Vivian Alexander Richards,7-Mar-52,NA,NA,Right-hand bat,DNB,NA
51209,Leonard Baichan,12-May-46,"Rose Hall, Berbice, British Guiana",NA,Left-hand bat,Right-arm medium,NA
52063,Michael Anthony Holding,16-Feb-54,"Half Way Tree, Kingston, Jamaica",NA,Right-hand bat,Right-arm fast,NA
51102,Imtiaz Ali,28-Jul-54,"Maraval, Trinidad",NA,Right-hand bat,Legbreak googly,NA
52667,Albert Leroy Padmore,17-Dec-46,"Halls Village, St James, Barbados",NA,Right-hand bat,Right-arm offbreak,NA
51639,Wayne Wendell Daniel,16-Jan-56,"Brereton Village, St Philip, Barbados",NA,Right-hand bat,Right-arm fast,NA
51891,Hilary Angelo Gomes,13-Jul-53,"Arima, Trinidad",NA,Left-hand bat,Right-arm offbreak,NA
52290,Collis Llewellyn King,11-Jun-51,"Fairview, Christ Church, Barbados",NA,Right-hand bat,Right-arm medium,NA
51485,Colin Everton Hunte Croft,15-Mar-53,"Lancaster Village, East Coast, Demerara, British Guiana",NA,Right-hand bat,Right-arm fast,NA
51876,Joel Garner,16-Dec-52,"Enterprise, Christ Church, Barbados",NA,Right-hand bat,Right-arm fast,NA
52931,Irvine Theodore Shillingford,18-Apr-44,"Dublanc, Dominica",NA,Right-hand bat,Right-arm offbreak,NA
51113,Richard Arkwright Austin,5-Sep-54,"Jones Town, Kingston, Jamaica",NA,Right-hand bat,DNB,NA
52047,Desmond Leo Haynes,15-Feb-56,"Holders Hill, St James, Barbados",NA,Right-hand bat,DNB,NA
52670,Derick Recaldo Parry,22-Dec-54,"Cotton Ground, Nevis",NA,Right-hand bat,Right-arm offbreak,NA
51477,Sylvester Theophilus Clarke,11-Dec-54,"Lead Vale, Christ Church, Barbados",NA,Right-hand bat,Right-arm fast,NA
51899,Alvin Ethelbert Greenidge,20-Aug-56,"Bath Village, Christ Church, Barbados",NA,Right-hand bat,Right-arm medium,NA
52439,David Anthony Murray,29-May-50,NA,NA,Right-hand bat,DNB,Wicketkeeper
52678,Norbert Phillip,12-Jun-48,"Bioche, Dominica",NA,Right-hand bat,Right-arm fast-medium,NA
52932,Sewdatt Shivnarine,13-May-52,"Albion, Berbice, British Guiana",NA,Right-hand bat,Slow left-arm orthodox,NA
53228,Alvadon Basil Williams,21-Nov-49,"Caymanas Estate, St Catherine, Jamaica",NA,Right-hand bat,DNB,NA
51208,Sheik Faoud Ahamul Fasiel Bacchus,31-Jan-54,"Campbellville, Georgetown, Demerara, British Guiana",NA,Right-hand bat,Right-arm medium,NA
52419,Malcolm Denzil Marshall,18-Apr-58,"Bridgetown, Barbados",NA,Right-hand bat,Right-arm fast,NA
51470,Herbert Samuel Chang,2-Jul-52,Jamaica,NA,Left-hand bat,Right-arm medium,NA
52631,Rangy Nanan,29-May-53,"Preysal, Trinidad",NA,Right-hand bat,Right-arm offbreak,NA
52427,Evertorn Hugh Mattis,11-Apr-57,"Kingston, Jamaica",NA,Right-hand bat,Right-arm offbreak,NA
51657,Peter Jeffrey Leroy Dujon,28-May-56,"Kingston, Jamaica",NA,Right-hand bat,Right-arm medium,Wicketkeeper
52347,Augustine Lawrence Logie,28-Sep-60,"Sobo, Trinidad",NA,Right-hand bat,Right-arm offbreak,NA
51643,Winston Walter Davis,18-Sep-58,"Sion Hill, Kingstown, St Vincent",NA,Right-hand bat,Right-arm fast,NA
51211,Eldine Ashworth Elderfield Baptiste,12-Mar-60,"Liberta, Antigua",NA,Right-hand bat,Right-arm fast-medium,NA
52810,Richard Benjamin Richardson,12-Jan-62,"Five Islands Village, Antigua",Batsman,Right-hand bat,Right-arm medium,NA
52045,Roger Andrew Harper,17-Mar-63,"Georgetown, Demerara, British Guiana",Bowler,Right-hand bat,Right-arm offbreak,NA
52939,Milton Aster Small,12-Feb-64,"Blades Point, St Philip, Barbados",NA,Right-hand bat,Right-arm fast-medium,NA
53216,Courtney Andrew Walsh,30-Oct-62,"Kingston, Jamaica",Bowler,Right-hand bat,Right-arm fast,NA
51241,Clyde Godfrey Butts,8-Jul-57,"Perseverance, East Coast, Demerara, British Guiana",NA,Right-hand bat,Right-arm offbreak,NA
51221,Carlisle Alonza Best,14-May-59,"Richmond Gap, St Michael, Barbados",NA,Right-hand bat,DNB,NA
52671,Balfour Patrick Patterson,15-Sep-61,"Happy Grove, Williamsfield, Jamaica",NA,Right-hand bat,Right-arm fast,NA
52672,NA,13-Feb-57,"Foul Bay, St Philip, Barbados",NA,Left-hand bat,DNB,Wicketkeeper
